"subjects" "activity" "variable" "mean"
"9523" 28 "WALKING" "tBodyGyroJerk_std()_Y" -0.639018554444444
"9524" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.690571101960784
"9525" 28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.424567878478261
"9526" 28 "SITTING" "tBodyGyroJerk_std()_Y" -0.980713868611111
"9527" 28 "STANDING" "tBodyGyroJerk_std()_Y" -0.972977006708861
"9528" 28 "LAYING" "tBodyGyroJerk_std()_Y" -0.98039978225
"9529" 29 "WALKING" "tBodyGyroJerk_std()_Y" -0.587944298490566
"9530" 29 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.73422519244898
"9531" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.693469035833333
"9532" 29 "SITTING" "tBodyGyroJerk_std()_Y" -0.995319164666667
"9533" 29 "STANDING" "tBodyGyroJerk_std()_Y" -0.995533113076923
"9534" 29 "LAYING" "tBodyGyroJerk_std()_Y" -0.997081575652174
"9535" 30 "WALKING" "tBodyGyroJerk_std()_Y" -0.497621802307692
"9536" 30 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.743336958461538
"9537" 30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.613796303064516
"9538" 30 "SITTING" "tBodyGyroJerk_std()_Y" -0.992491322903226
"9539" 30 "STANDING" "tBodyGyroJerk_std()_Y" -0.968135006271186
"9540" 30 "LAYING" "tBodyGyroJerk_std()_Y" -0.980357062142857
"9541" 1 "WALKING" "tBodyGyroJerk_std()_Z" -0.404255452631579
"9542" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.606332002264151
"9543" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.268761480242857
"9544" 1 "SITTING" "tBodyGyroJerk_std()_Z" -0.987935806382979
"9545" 1 "STANDING" "tBodyGyroJerk_std()_Z" -0.992108467169811
"9546" 1 "LAYING" "tBodyGyroJerk_std()_Z" -0.9577901596
"9547" 2 "WALKING" "tBodyGyroJerk_std()_Z" -0.435492677288136
"9548" 2 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.467595961041667
"9549" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.218266318606383
"9550" 2 "SITTING" "tBodyGyroJerk_std()_Z" -0.985542325652174
"9551" 2 "STANDING" "tBodyGyroJerk_std()_Z" -0.973610118333333
"9552" 2 "LAYING" "tBodyGyroJerk_std()_Z" -0.98803582125
"9553" 3 "WALKING" "tBodyGyroJerk_std()_Z" -0.536664080344828
"9554" 3 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.573433947627119
"9555" 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.374605412306122
"9556" 3 "SITTING" "tBodyGyroJerk_std()_Z" -0.973751670576923
"9557" 3 "STANDING" "tBodyGyroJerk_std()_Z" -0.958293011803279
"9558" 3 "LAYING" "tBodyGyroJerk_std()_Z" -0.983338279516129
"9559" 4 "WALKING" "tBodyGyroJerk_std()_Z" -0.640454132833333
"9560" 4 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.556236584807692
"9561" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.325780073711111
"9562" 4 "SITTING" "tBodyGyroJerk_std()_Z" -0.9688048316
"9563" 4 "STANDING" "tBodyGyroJerk_std()_Z" -0.957982019464286
"9564" 4 "LAYING" "tBodyGyroJerk_std()_Z" -0.983965359814815
"9565" 5 "WALKING" "tBodyGyroJerk_std()_Z" -0.157682543983929
"9566" 5 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.282154378489362
"9567" 5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.0344217467042553
"9568" 5 "SITTING" "tBodyGyroJerk_std()_Z" -0.964878512727273
"9569" 5 "STANDING" "tBodyGyroJerk_std()_Z" -0.944755343035714
"9570" 5 "LAYING" "tBodyGyroJerk_std()_Z" -0.989679592307692
"9571" 6 "WALKING" "tBodyGyroJerk_std()_Z" -0.166684422233333
"9572" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.170814790834118
"9573" 6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" 0.193206498960417
"9574" 6 "SITTING" "tBodyGyroJerk_std()_Z" -0.958787671272727
"9575" 6 "STANDING" "tBodyGyroJerk_std()_Z" -0.962758177192982
"9576" 6 "LAYING" "tBodyGyroJerk_std()_Z" -0.959579071578947
"9577" 7 "WALKING" "tBodyGyroJerk_std()_Z" -0.458302971403509
"9578" 7 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.682184175686275
"9579" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.425200371553192
"9580" 7 "SITTING" "tBodyGyroJerk_std()_Z" -0.980954665416667
"9581" 7 "STANDING" "tBodyGyroJerk_std()_Z" -0.978166790943396
"9582" 7 "LAYING" "tBodyGyroJerk_std()_Z" -0.988871878269231
"9583" 8 "WALKING" "tBodyGyroJerk_std()_Z" -0.388446971666667
"9584" 8 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.430366658780488
"9585" 8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.1896044435
"9586" 8 "SITTING" "tBodyGyroJerk_std()_Z" -0.985241405434783
"9587" 8 "STANDING" "tBodyGyroJerk_std()_Z" -0.989270900740741
"9588" 8 "LAYING" "tBodyGyroJerk_std()_Z" -0.987601203703704
"9589" 9 "WALKING" "tBodyGyroJerk_std()_Z" -0.457881494038462
"9590" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.65711420122449
"9591" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.417239550952381
"9592" 9 "SITTING" "tBodyGyroJerk_std()_Z" -0.9687388914
"9593" 9 "STANDING" "tBodyGyroJerk_std()_Z" -0.969726483555556
"9594" 9 "LAYING" "tBodyGyroJerk_std()_Z" -0.9770761602
"9595" 10 "WALKING" "tBodyGyroJerk_std()_Z" -0.329079492641509
"9596" 10 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.482244799361702
"9597" 10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.227137389605263
"9598" 10 "SITTING" "tBodyGyroJerk_std()_Z" -0.990259813148148
"9599" 10 "STANDING" "tBodyGyroJerk_std()_Z" -0.969051030681818
"9600" 10 "LAYING" "tBodyGyroJerk_std()_Z" -0.983949302758621
"9601" 11 "WALKING" "tBodyGyroJerk_std()_Z" -0.551079942542373
"9602" 11 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.777173388518518
"9603" 11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.480559152608696
"9604" 11 "SITTING" "tBodyGyroJerk_std()_Z" -0.981016044716981
"9605" 11 "STANDING" "tBodyGyroJerk_std()_Z" -0.990663218510638
"9606" 11 "LAYING" "tBodyGyroJerk_std()_Z" -0.986549063333333
"9607" 12 "WALKING" "tBodyGyroJerk_std()_Z" -0.4806421996
"9608" 12 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.606412096538462
"9609" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.365232197456522
"9610" 12 "SITTING" "tBodyGyroJerk_std()_Z" -0.977138953921569
"9611" 12 "STANDING" "tBodyGyroJerk_std()_Z" -0.973689389672131
"9612" 12 "LAYING" "tBodyGyroJerk_std()_Z" -0.969953929666667
"9613" 13 "WALKING" "tBodyGyroJerk_std()_Z" -0.341765824491228
"9614" 13 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.550880346909091
"9615" 13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.367089485595745
"9616" 13 "SITTING" "tBodyGyroJerk_std()_Z" -0.989861382040816
"9617" 13 "STANDING" "tBodyGyroJerk_std()_Z" -0.985177042982456
"9618" 13 "LAYING" "tBodyGyroJerk_std()_Z" -0.989801549193548
"9619" 14 "WALKING" "tBodyGyroJerk_std()_Z" -0.497187687966102
"9620" 14 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.359816626703704
"9621" 14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" 0.0913857550044444
"9622" 14 "SITTING" "tBodyGyroJerk_std()_Z" -0.982819138888889
"9623" 14 "STANDING" "tBodyGyroJerk_std()_Z" -0.974687865833333
"9624" 14 "LAYING" "tBodyGyroJerk_std()_Z" -0.979711372941176
"9625" 15 "WALKING" "tBodyGyroJerk_std()_Z" -0.591668608148148
"9626" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.657907649166667
"9627" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.394542240714286
"9628" 15 "SITTING" "tBodyGyroJerk_std()_Z" -0.987937202542373
"9629" 15 "STANDING" "tBodyGyroJerk_std()_Z" -0.981293117924528
"9630" 15 "LAYING" "tBodyGyroJerk_std()_Z" -0.980112732777778
"9631" 16 "WALKING" "tBodyGyroJerk_std()_Z" -0.571264779411765
"9632" 16 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.717101021960784
"9633" 16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.540633469361702
"9634" 16 "SITTING" "tBodyGyroJerk_std()_Z" -0.988364321449275
"9635" 16 "STANDING" "tBodyGyroJerk_std()_Z" -0.992698522948718
"9636" 16 "LAYING" "tBodyGyroJerk_std()_Z" -0.994465157714286
"9637" 17 "WALKING" "tBodyGyroJerk_std()_Z" -0.524422887377049
"9638" 17 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.610586202291667
"9639" 17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.542770646521739
"9640" 17 "SITTING" "tBodyGyroJerk_std()_Z" -0.9938412575
"9641" 17 "STANDING" "tBodyGyroJerk_std()_Z" -0.992327099487179
"9642" 17 "LAYING" "tBodyGyroJerk_std()_Z" -0.988221713380282
"9643" 18 "WALKING" "tBodyGyroJerk_std()_Z" -0.663259579285714
"9644" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.718951757931034
"9645" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.605655411090909
"9646" 18 "SITTING" "tBodyGyroJerk_std()_Z" -0.992814325087719
"9647" 18 "STANDING" "tBodyGyroJerk_std()_Z" -0.986259015753425
"9648" 18 "LAYING" "tBodyGyroJerk_std()_Z" -0.992548101846154
"9649" 19 "WALKING" "tBodyGyroJerk_std()_Z" -0.213494065344231
"9650" 19 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.3754149830025
"9651" 19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" 0.116646170221282
"9652" 19 "SITTING" "tBodyGyroJerk_std()_Z" -0.98531069
"9653" 19 "STANDING" "tBodyGyroJerk_std()_Z" -0.983453911232877
"9654" 19 "LAYING" "tBodyGyroJerk_std()_Z" -0.986958363975904
"9655" 20 "WALKING" "tBodyGyroJerk_std()_Z" -0.22704432732549
"9656" 20 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.253867089670588
"9657" 20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" 0.00307854550222222
"9658" 20 "SITTING" "tBodyGyroJerk_std()_Z" -0.979742084090909
"9659" 20 "STANDING" "tBodyGyroJerk_std()_Z" -0.948669854794521
"9660" 20 "LAYING" "tBodyGyroJerk_std()_Z" -0.986670534411765
"9661" 21 "WALKING" "tBodyGyroJerk_std()_Z" -0.494927657115385
"9662" 21 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.564149244893617
"9663" 21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.428337693333333
"9664" 21 "SITTING" "tBodyGyroJerk_std()_Z" -0.987954515294118
"9665" 21 "STANDING" "tBodyGyroJerk_std()_Z" -0.975427259325843
"9666" 21 "LAYING" "tBodyGyroJerk_std()_Z" -0.988749495666667
"9667" 22 "WALKING" "tBodyGyroJerk_std()_Z" -0.234278150891304
"9668" 22 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.515697758571429
"9669" 22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.358762129444444
"9670" 22 "SITTING" "tBodyGyroJerk_std()_Z" -0.97954410516129
"9671" 22 "STANDING" "tBodyGyroJerk_std()_Z" -0.979753572380952
"9672" 22 "LAYING" "tBodyGyroJerk_std()_Z" -0.978636301805555
"9673" 23 "WALKING" "tBodyGyroJerk_std()_Z" -0.374456768135593
"9674" 23 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.543765425882353
"9675" 23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.36786963962963
"9676" 23 "SITTING" "tBodyGyroJerk_std()_Z" -0.988130142058824
"9677" 23 "STANDING" "tBodyGyroJerk_std()_Z" -0.984654516470588
"9678" 23 "LAYING" "tBodyGyroJerk_std()_Z" -0.994908984861111
"9679" 24 "WALKING" "tBodyGyroJerk_std()_Z" -0.557968202931034
"9680" 24 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.648975330847458
"9681" 24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.478690941272727
"9682" 24 "SITTING" "tBodyGyroJerk_std()_Z" -0.989850160294118
"9683" 24 "STANDING" "tBodyGyroJerk_std()_Z" -0.983276883478261
"9684" 24 "LAYING" "tBodyGyroJerk_std()_Z" -0.992381595972222
"9685" 25 "WALKING" "tBodyGyroJerk_std()_Z" -0.659576163108108
"9686" 25 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.746268282923077
"9687" 25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.599481997931035
"9688" 25 "SITTING" "tBodyGyroJerk_std()_Z" -0.991491387846154
"9689" 25 "STANDING" "tBodyGyroJerk_std()_Z" -0.980722294459459
"9690" 25 "LAYING" "tBodyGyroJerk_std()_Z" -0.974242254520548
"9691" 26 "WALKING" "tBodyGyroJerk_std()_Z" -0.485543001525424
"9692" 26 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.556390218
"9693" 26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.3589516378
"9694" 26 "SITTING" "tBodyGyroJerk_std()_Z" -0.991929788974359
"9695" 26 "STANDING" "tBodyGyroJerk_std()_Z" -0.985992503243243
"9696" 26 "LAYING" "tBodyGyroJerk_std()_Z" -0.993759841842105
"9697" 27 "WALKING" "tBodyGyroJerk_std()_Z" -0.426346962631579
"9698" 27 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.676876469411765
"9699" 27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.307268262272727
"9700" 27 "SITTING" "tBodyGyroJerk_std()_Z" -0.991766787571429
"9701" 27 "STANDING" "tBodyGyroJerk_std()_Z" -0.9889703575
"9702" 27 "LAYING" "tBodyGyroJerk_std()_Z" -0.993296720540541
"9703" 28 "WALKING" "tBodyGyroJerk_std()_Z" -0.440927899259259
"9704" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.603568264117647
"9705" 28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.336212734130435
"9706" 28 "SITTING" "tBodyGyroJerk_std()_Z" -0.971001691388889
"9707" 28 "STANDING" "tBodyGyroJerk_std()_Z" -0.956497163670886
"9708" 28 "LAYING" "tBodyGyroJerk_std()_Z" -0.981418916
"9709" 29 "WALKING" "tBodyGyroJerk_std()_Z" -0.504130088679245
"9710" 29 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.558417024081633
"9711" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.379769406458333
"9712" 29 "SITTING" "tBodyGyroJerk_std()_Z" -0.9928337675
"9713" 29 "STANDING" "tBodyGyroJerk_std()_Z" -0.990685705384615
"9714" 29 "LAYING" "tBodyGyroJerk_std()_Z" -0.995380794637681
"9715" 30 "WALKING" "tBodyGyroJerk_std()_Z" -0.476208796153846
"9716" 30 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Z" -0.665150619230769
"9717" 30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Z" -0.498882854032258
"9718" 30 "SITTING" "tBodyGyroJerk_std()_Z" -0.988124495645161
"9719" 30 "STANDING" "tBodyGyroJerk_std()_Z" -0.970845670677966
"9720" 30 "LAYING" "tBodyGyroJerk_std()_Z" -0.980768874571429
"9721" 1 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.298703679084211
"9722" 1 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.59488286509434
"9723" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.295463843346939
"9724" 1 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.991976341276596
"9725" 1 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.994966790566038
"9726" 1 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.96346103
"9727" 2 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.547911950338983
"9728" 2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.572816438541667
"9729" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.410872671489362
"9730" 2 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.991081493913043
"9731" 2 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.983951904259259
"9732" 2 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.991767074166667
"9733" 3 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.566135217931034
"9734" 3 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.658861401355932
"9735" 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.508567577142857
"9736" 3 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.977998051923077
"9737" 3 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.962339339672131
"9738" 3 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.98671362516129
"9739" 4 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.6813040365
"9740" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.686978374423077
"9741" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.592843014888889
"9742" 4 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.9804904618
"9743" 4 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.967614073928571
"9744" 4 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.985068502037037
"9745" 5 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.444532485357143
"9746" 5 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.47348816787234
"9747" 5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.39719562106383
"9748" 5 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.973848287045455
"9749" 5 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.958405900892857
"9750" 5 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.9864194225
"9751" 6 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.321290483140351
"9752" 6 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.342895367921569
"9753" 6 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.0829366854166667
"9754" 6 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.962929227818182
"9755" 6 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.963406222982456
"9756" 6 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.955645738245614
"9757" 7 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.300022779964912
"9758" 7 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.661969771960784
"9759" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.399229959148936
"9760" 7 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.981665122291667
"9761" 7 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.977377083018868
"9762" 7 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.983008829038462
"9763" 8 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.339129269583333
"9764" 8 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.400664014146341
"9765" 8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.126189142894737
"9766" 8 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.991807428043478
"9767" 8 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.987580587777778
"9768" 8 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.978438191296296
"9769" 9 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.510253995769231
"9770" 9 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.672840561836735
"9771" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.469028434047619
"9772" 9 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.9733641366
"9773" 9 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.969824044222222
"9774" 9 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.964524819
"9775" 10 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.440363636603774
"9776" 10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.523462968510638
"9777" 10 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.401854311315789
"9778" 10 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.993707487592593
"9779" 10 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.971637661590909
"9780" 10 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.970830848965517
"9781" 11 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.63073270559322
"9782" 11 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.757314813888889
"9783" 11 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.599294760652174
"9784" 11 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.989519031132076
"9785" 11 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.993428183617021
"9786" 11 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.990641248245614
"9787" 12 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.5174937754
"9788" 12 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.674972132307692
"9789" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.442831079130435
"9790" 12 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.980392337647059
"9791" 12 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.969289973606557
"9792" 12 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.971067768833333
"9793" 13 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.303508210175439
"9794" 13 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.631964902181818
"9795" 13 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.323552439276596
"9796" 13 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.992604304489796
"9797" 13 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.983637634912281
"9798" 13 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.98544626483871
"9799" 14 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.519895046779661
"9800" 14 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.399921949557407
"9801" 14 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.275120883488889
"9802" 14 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.988317606666667
"9803" 14 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.974873328
"9804" 14 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.975621183137255
"9805" 15 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.543979500555556
"9806" 15 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.663637117708333
"9807" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.509466648095238
"9808" 15 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.992188893898305
"9809" 15 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.984407077924528
"9810" 15 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.983235025416667
"9811" 16 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.671541834117647
"9812" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.737705162156863
"9813" 16 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.590896636382979
"9814" 16 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.992444606231884
"9815" 16 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.992848576025641
"9816" 16 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.990839526285714
"9817" 17 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.517167440655738
"9818" 17 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.637367490625
"9819" 17 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.540325787826087
"9820" 17 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.996334795
"9821" 17 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.993672973717949
"9822" 17 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.985542411126761
"9823" 18 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.636485896964286
"9824" 18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.781652689310345
"9825" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.701663073636364
"9826" 18 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.994873439824561
"9827" 18 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.988685954931507
"9828" 18 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.993095122615385
"9829" 19 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.164699977592308
"9830" 19 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.372790526575
"9831" 19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean()_NA" 0.0875816618205128
"9832" 19 "SITTING" "tBodyGyroJerkMag_mean()_NA" -0.989450316575342
"9833" 19 "STANDING" "tBodyGyroJerkMag_mean()_NA" -0.985801637671233
"9834" 19 "LAYING" "tBodyGyroJerkMag_mean()_NA" -0.985342497710843
"9835" 20 "WALKING" "tBodyGyroJerkMag_mean()_NA" -0.194893253196078
"9836" 20 "WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean()_NA" -0.37192841627451
